Darien	Darien
Dark Passage	Dark Passage
Darshan	Darshan
DeadlyBrother	DeadlyBrother
Decoy	Decoy
Deft	Deft
Delight	Delight
Destiny (Australian player)	Destiny
DetonatioN FocusMe	DetonatioN FocusMe
DeuL	DeuL
Dhokla	Dhokla
Diamondprox	Diamondprox
Dimitry	Dimitry
Dioud	Dioud
Dire Wolves	Dire Wolves
Doinb	Doinb
Doran	Doran
Doran (Choi Hyeon-joon)	Doran (Choi Hyeon-joon)
Doublelift	Doublelift
Doxy	Doxy
Dplus	Dplus Kia
Duke	Duke
Dumbledoge	Dumbledoge
Duro	Duro
Dyrus	Dyrus
EDward	Edward
EDward Gaming	EDward Gaming
EMENES	EMENES
EVOS Esports	EVOS Esports
EasyLove	Easylove
Edward	Edward
Effort	Effort
Elementz	Elementz
Elio	Elio
Elk	Elk
Elyoya	Elyoya
Emo	Emo
Emp	Emp
Emperor	Emperor
Energy	Energy
Envy	Envy
Epik Gamer	Epik Gamer
Estral Esports	Estral Esports
Evi	Evi
Evil Geniuses	Evil Geniuses.NA
Exo	Exo
Expect	Expect
Expession	Expession
FBI	FBI
FORG1VEN	FORG1VEN
FZZF	Fzzf
Faker	Faker
Farfetch	Farfetch
Febiven	FEBIVEN
Ferret	Ferret
Finn	Finn
Fix	FIX
Flakked	Flakked
Flame	Flame
Flamengo eSports	Flamengo MDL
Flandre	Flandre
Flash Wolves	Flash Wolves
FlyQuest	FlyQuest
Fnatic	Fnatic
Focho	Focho
Froggen	Froggen
Froggy	Froggy
Frozen	Frozen
Fudge	Fudge
FunPlus Phoenix	FunPlus Phoenix
Fzzf	Fzzf
G-Rex	G-Rex
G2 Esports	G2 Esports
G4	G4
GALA	GALA
GAM Esports	GAM Esports
GBM	GBM
GIGABYTE Marines	GAM Esports
GODV	GodV
Gadget	Gadget
Gaeng	Gaeng
Gala	GALA
Galatasaray Esports	Galatasaray Esports
Gamania Bears	Gamania Bears
Gambit Esports	Gambit Esports
Gambit Gaming	Gambit Gaming
GamingGear.eu	GamingGear.eu
Gavotto	Gavotto
Gen.G	Gen.G
Gen.G Esports	Gen.G
Genja	Genja
Genthix	Genthix
Ggoong	Ggoong
Ghost (Korean player)	Ghost
GimGoon	GimGoon
Gleeb	Gleeb
Glory (Vietnamese player)	Glory
GoDlike	GodLike
GoSu Pepper	Edward
Godkwai	GodKwai
Gogoing	Gogoing
Goku	Goku
Golden Guardians	Golden Guardians
Gori	Gori
GorillA	GorillA
GreenTea	GreenTea
Grell	Grell
Grevthar	Grevthar
Griffin	Griffin
Guigo	Guigo
Gumayusi	Gumayusi
H2K	H2k-Gaming
Hades (Swedish player)	Hades
Hai	Hai
Hang	Hang
Hani	Hani
Hans Sama	Hans Sama
Hans sama	Hans Sama
Hanwha Life Esports	Hanwha Life Esports
Haro	Haro
Harp	Harp
Haru	Haru
Hasmed	Hasmed
Hauntzer	Hauntzer
Heart	Heart
Hiiva	Hiiva
Hjarnan	Hjarnan
Hjärnan	Hjarnan
Hoang	Risdrengen
Hojin	Hojin
HolyPhoenix	HolyPhoenix
Hong Kong Attitude	Hong Kong Attitude
Hope (Chinese player)	Hope
HotshotGG	HotshotGG
Huhi	Huhi
Humanoid	Humanoid
Huni	Huni
Hybrid	Hybrid
Hylissang	Hylissang
I May	I May
INTZ	INTZ
INTZ eSports	INTZ
IWillDominate	IWDominate
IgNar	Ignar
Immortals	Immortals
Impact	Impact
Incarnati0n	Jensen
Infinity	INFINITY
Infinity Esports	INFINITY
Infinity eSports	INFINITY
Innaxe	Innaxe
Inspired	Inspired
Inspirro	Inspirro
Intreso	InTreso
Invictus Gaming	Invictus Gaming
Isles	Isles
Isurus	Isurus
Isurus Gaming	Isurus
Iwandy	Iwandy
J Team	J Team
JD Gaming	JD Gaming
JackeyLove	JackeyLove
Jactroll	Jactroll
Jankos	Jankos
Japone	Japone
Jay (Taiwanese player)	Jay
Jelly	Jelly
Jensen	Jensen
Jesiz	Jesiz
Jiejie	Jiejie
Jiizuke	Jiizuke
Jinjiao	Jinjiao
Jirall	Jirall
Jjun	Jjun
Jockster	Jockster
Jojo	JoJo
Josedeodo	Josedeodo
Juhan	Juhan
Jun	Jun
Junie	Junie
KAKAO	KaKAO
KING-ZONE DragonX	Kingzone DragonX
KOO Tigers	ROX Tigers
KT Rolster	KT Rolster
KaBuM! e-Sports	KaBuM! Esports
KaKAO	KaKAO
Kaigu	Kaigu
Kaiser	Kaiser
Kami	Kami
Kanavi	Kanavi
Kaori	Kaori
Kaos Latin Gamers	Kaos Latin Gamers
Kati	Kati
Kazu	Kazu
Kellin	Kellin
Keria	Keria
Kev1n	Kev1n
Kevy	Kevy
Khan	Khan
Kiaya	Kiaya
Kid	Kid
Kiin	Kiin
Kikis	Kikis
Kindless	Kindless
Kingen	Kingen
Kira	Kira
Kirei	Kirei
Kisee	Kisee
Kitties	Kitties
Kobbe	Kobbe
Koro1	Korol
Kramer	Kramer
Kreox	Kreox
Krepo	Krepo
Kuro	Kuro
LCK/2015/Spring	Champions/2015 Season/Spring Season
LCK/2015/Summer	Champions/2015 Season/Summer Season
LCK/2016/Spring	LCK/2016 Season/Spring Season
LCK/2016/Summer	LCK/2016 Season/Summer Season
LCK/2017/Spring	LCK/2017 Season/Spring Season
LCK/2017/Summer	LCK/2017 Season/Summer Season
LCK/2018/Spring	LCK/2018 Season/Spring Season
LCK/2018/Summer	LCK/2018 Season/Summer Season
LCK/2019/Spring	LCK/2019 Season/Spring Season
LCK/2019/Summer	LCK/2019 Season/Summer Season
LCK/2020/Spring	LCK/2020 Season/Spring Season
LCK/2020/Summer	LCK/2020 Season/Summer Season
LCK/2021/Spring	LCK/2021 Season/Spring Season
LCK/2021/Summer	LCK/2021 Season/Summer Season
LCK/2022/Spring	LCK/2022 Season/Spring Season
LCK/2022/Summer	LCK/2022 Season/Summer Season
LCK/2023/Spring	LCK/2023 Season/Spring Season
LCK/2023/Summer	LCK/2023 Season/Summer Season
LCK/2024/Spring	LCK/2024 Season/Spring Season
LCK/2024/Summer	LCK/2024 Season/Summer Season
LCK/2025	LCK/2025 Season
LCS/2019/Spring	LCS/2019 Season/Spring Season
LCS/2019/Summer	LCS/2019 Season/Summer Season
LCS/2020/Spring	LCS/2020 Season/Spring Season
LCS/2020/Summer	LCS/2020 Season/Summer Season
LCS/2021/Spring	LCS/2021 Season/Spring Season
LCS/2021/Summer	LCS/2021 Season/Summer Season
LCS/2022/Spring	LCS/2022 Season/Spring Season
LCS/2022/Summer	LCS/2022 Season/Summer Season
LCS/2023/Spring	LCS/2023 Season/Spring Season
LCS/2023/Summer	LCS/2023 Season/Summer Season
LCS/2024/Spring	LCS/2024 Season/Spring Season
LCS/2024/Summer	LCS/2024 Season/Summer Season
LCS/Europe/2013/Spring	EU LCS/Season 3/Spring Season
LCS/Europe/2013/Summer	EU LCS/Season 3/Summer Season
LCS/Europe/2014/Spring	EU LCS/2014 Season/Spring Season
LCS/Europe/2014/Summer	EU LCS/2014 Season/Summer Season
LCS/Europe/2015/Spring	EU LCS/2015 Season/Spring Season
LCS/Europe/2015/Summer	EU LCS/2015 Season/Summer Season
LCS/Europe/2016/Spring	EU LCS/2016 Season/Spring Season
LCS/Europe/2016/Summer	EU LCS/2016 Season/Summer Season
LCS/Europe/2017/Spring	EU LCS/2017 Season/Spring Season
LCS/Europe/2017/Summer	EU LCS/2017 Season/Summer Season
LCS/Europe/2018/Spring	EU LCS/2018 Season/Spring Season
LCS/Europe/2018/Summer	EU LCS/2018 Season/Summer Season
LCS/North America/2013/Spring	NA LCS/Season 3/Spring Season
LCS/North America/2013/Summer	NA LCS/Season 3/Summer Season
LCS/North America/2014/Spring	NA LCS/2014 Season/Spring Season
LCS/North America/2014/Summer	NA LCS/2014 Season/Summer Season
LCS/North America/2015/Spring	NA LCS/2015 Season/Spring Season
LCS/North America/2015/Summer	NA LCS/2015 Season/Summer Season
LCS/North America/2016/Spring	NA LCS/2016 Season/Spring Season
LCS/North America/2016/Summer	NA LCS/2016 Season/Summer Season
LCS/North America/2017/Spring	NA LCS/2017 Season/Spring Season
LCS/North America/2017/Summer	NA LCS/2017 Season/Summer Season
LCS/North America/2018/Spring	NA LCS/2018 Season/Spring Season
LCS/North America/2018/Summer	NA LCS/2018 Season/Summer Season
LEC/2019/Spring	LEC/2019 Season/Spring Season
LEC/2019/Summer	LEC/2019 Season/Summer Season
LEC/2020/Spring	LEC/2020 Season/Spring Season
LEC/2020/Summer	LEC/2020 Season/Summer Season
LEC/2021/Spring	LEC/2021 Season/Spring Season
LEC/2021/Summer	LEC/2021 Season/Summer Season
LEC/2022/Spring	LEC/2022 Season/Spring Season
LEC/2022/Summer	LEC/2022 Season/Summer Season
LEC/2023/Finals	LEC/2023 Season/Season Finals
LEC/2023/Spring	LEC/2023 Season/Spring Season
LEC/2023/Summer	LEC/2023 Season/Summer Season
LEC/2023/Winter	LEC/2023 Season/Winter Season
LEC/2024/Finals	LEC/2024 Season/Season Finals
LEC/2024/Spring	LEC/2024 Season/Spring Season
LEC/2024/Summer	LEC/2024 Season/Summer Season
LEC/2024/Winter	LEC/2024 Season/Winter Season
LEC/2025/Spring	LEC/2025 Season/Spring Season
LEC/2025/Summer	LEC/2025 Season/Summer Season
LEC/2025/Winter	LEC/2025 Season/Winter Season
LEP	Lep
LGD Gaming	LGD Gaming
LIoyd	Lloyd
LMQ	LMQ
LNG Esports	LNG Esports
LOUD	LOUD
LPL/2013/Spring	LPL/2013 Season/Spring Season
LPL/2013/Summer	LPL/2013 Season/Summer Season
LPL/2014/Spring	LPL/2014 Season/Spring Season
LPL/2014/Summer	LPL/2014 Season/Summer Season
LPL/2015/Spring	LPL/2015 Season/Spring Season
LPL/2015/Summer	LPL/2015 Season/Summer Season
LPL/2016/Spring	LPL/2016 Season/Spring Season
LPL/2016/Summer	LPL/2016 Season/Summer Season
LPL/2017/Spring	LPL/2017 Season/Spring Season
LPL/2017/Summer	LPL/2017 Season/Summer Season
LPL/2018/Spring	LPL/2018 Season/Spring Season
LPL/2018/Summer	LPL/2018 Season/Summer Season
LPL/2019/Spring	LPL/2019 Season/Spring Season
LPL/2019/Summer	LPL/2019 Season/Summer Season
LPL/2020/Spring	LPL/2020 Season/Spring Season
LPL/2020/Summer	LPL/2020 Season/Summer Season
LPL/2021/Spring	LPL/2021 Season/Spring Season
LPL/2021/Summer	LPL/2021 Season/Summer Season
LPL/2022/Spring	LPL/2022 Season/Spring Season
LPL/2022/Summer	LPL/2022 Season/Summer Season
LPL/2023/Spring	LPL/2023 Season/Spring Season
LPL/2023/Summer	LPL/2023 Season/Summer Season
LPL/2024/Spring	LPL/2024 Season/Spring Season
LPL/2024/Summer	LPL/2024 Season/Summer Season
LPL/2025/Split 1	LPL/2025 Season/Split 1
LPL/2025/Split 2	LPL/2025 Season/Split 2
LPL/2025/Split 3	LPL/2025 Season/Split 3
LaMiaZealot	LaMiaZeaLoT
Labrov	Labrov
Langx	Langx
Larssen	Larssen
Legacy Esports	Legacy Esports
Lehends	Lehends
LemonNation	LemonNation
Lemondogs	Lemondogs
Letme	Letme
Levi	Levi
Leza	Leza
Licorice	Licorice
Life	Life
Light (Wang Guang-Yu)	Light (Wang Guang-Yu)
Likkrit	Likkrit
Lilballz	Lilballz
Linak	Linak
Lira	Lira
Lloyd	Lloyd
Lodik	Lodik
LokeN	LokeN
Lonely	Lonely
Longzhu Gaming	Longzhu Gaming
Looper	Looper
LoveLin	LoveLing
Loveling	LoveLing
Lowkey Esports	Lowkey Esports
Luci	Luci
Lucky	Lucky
Lustboy	Lustboy
LvMao	LvMao
Lwx	Lwx
Lyon Gaming	Lyon
Lyonz	Lyonz
M1ssion	Mission
MAD Lions	MAD Lions KOI
MAD Team	MAD Team
MAMMOTH	MAMMOTH
MANTARRAYA	MANTARRAYA
MEGA Esports	MEGA
MISSING	MISSING
MaKNooN	MakNooN
MaRin	MaRin
Machi Esports	Machi Esports
MadLife	MadLife
Malrang	Malrang
Maple	Maple
Marf	Marfz
MarioMe	MarioMe
Mark (Chinese player)	Mark
Massu	Massu
Mata	Mata
Maxlore	Maxlore
Mazzerin	Mazzerin
Meiko	Meiko
Meliodas (Vietnamese player)	Meliodas
Mellisan	Mellisan
Meteos	Meteos
MiSTakE	MiSTakE
Mid-Season Invitational/2015	2015 Mid-Season Invitational
Mid-Season Invitational/2016	2016 Mid-Season Invitational
Mid-Season Invitational/2017	2017 Mid-Season Invitational
Mid-Season Invitational/2018	2018 Mid-Season Invitational
Mid-Season Invitational/2019	2019 Mid-Season Invitational
Mid-Season Invitational/2020	2020 Mid-Season Invitational
Mid-Season Invitational/2021	2021 Mid-Season Invitational
Mid-Season Invitational/2022	2022 Mid-Season Invitational
Mid-Season Invitational/2023	2023 Mid-Season Invitational
Mid-Season Invitational/2024	2024 Mid-Season Invitational
Mid-Season Invitational/2025	2025 Mid-Season Invitational
Mikyx	Mikyx
Mills	Mills
Mimic	Mimic
Minerva	Minerva
Mineski	Mineski
Ming	Ming
Ming (Shi Sen-Ming)	Ming (Shi Sen-Ming)
Mireu	Mireu
Misaya	Misaya
Misfits Gaming	Misfits Gaming
Missing	MISSING
Mithy	Mithy
Mlxg	Mlxg
MoMa	MoMa
Mojito	Mojito
Moojin	MooJin
Mor	Mor
Morgan	Morgan
Morning	Morning
Moscow Five	Moscow Five
Moss	Moss
Mountain	Mountain
Mouse	Mouse
MrRallez	MrRallez
Mylon	Mylon
Mystic	Mystic
NAZ	Naz
NBs	Nbs
NIXWATER	Nixwater
NL	NL
NRG	NRG
NaJin Black Sword	NaJin Black Sword
NaJin Sword	NaJin Black Sword
NaJin White Shield	NaJin White Shield
NaMei	NaMei
Nagiya	Sparda
Nagne	Nagne
Nappon	Nappon
Nardeus	Nardeus
Naru	Naru
Nate	Nate
Naul	Naul
Nemesis	Nemesis
Nevan	Nevan
Newbie	Newbie
Niels	Zven
NikSar	Niksar
Ning	Ning
Nisqy	Nisqy
NoName	NoName
Noah	Noah
Nomanz	Nomanz
Norskeren	Tore
Noway	Noway
Nuclear	Nuclear
Nuguri	Nuguri
Nukeduck	Nukeduck
Nyph	Nyph
ON	ON
ORDER	ORDER
Oddie	Oddie
Odoamne	Odoamne
Oh My God	Oh My God
Olleh	Olleh
Once	Once
Oner	Oner
Optimus	C7N
Origen	Origen
Orome	Orome
Oscarinin	Oscarinin
PDD	PDD
PEACE	Peace
PENTAGRAM	PENTAGRAM
PK	PK
PSG Talon	PSG Talon
Pabu	Pabu
Pacific eSports	Pacific eSports
Padden	Padden
Palafox	Palafox
Palette	Palette
Paranoia	Paranoia
Patoy	Patoy
PawN	PawN
Paz	Paz
Peanut	Peanut
Pentanet.GG	Pentanet.GG
Perkz	Perkz
Peyz	Peyz
Phantiks	Richard
Phong Vũ Buffalo	Phong Vũ Buffalo
Piccaboo	Piccaboo
Piglet	Piglet
Pilot	Pilot
Plugo	Plugo
PoP	Pop
Pobelter	Pobelter
PoohManDu	PoohManDu
PowerOfEvil	PowerOfEvil
PraY	PraY
Praedyth	Praedyth
Pride (Chilean player)	Pride
Prydz	Prydz
Puma	Puma
PvPStejos	PvPStejos
Pyl	Pyl
Pyosik	Pyosik
QQmore	QQMore
QTV	QTV
RED Canids	RED Canids
ROX Tigers	ROX Tigers
Radeon6870	Radeon6870
Raes	Raes
Raina	Raina
Rainbow7	Movistar R7
Rampage	Rampage
Ramune	Ramune
Ranger	Ranger
RapidStar	RapidStar
Rascal	Rascal
Rather	Rather
Ray	Ray
Razork	Razork
RedBert	RedBert
Reginald	Reginald
Reignover	Reignover
Rekkles	Rekkles
Relic	Relic
Ren	Ren
Renyu	Renyu
Revolta	Revolta
Reyk	Reyk
Rich (Thai player)	Rich
Rikara	Rikara
Rippii	Rippii
Riris	Riris
River (Korean player)	River
Riyev	Riyev
Roach	Roach
Road	Road
Robo	Robo
Rockky	Rockky
Rogue	Rogue (European Team)
Rogue (Australian player)	Rogue (Jake Sharwood)
RonOP	RonOP
Rookie	Rookie
Route	Route
Royal Club	Royal Club
Royal Never Give Up	Royal Never Give Up
Royal Youth	Royal Youth
Ruin	Ruin
Ruler	Ruler
Ryu	Ryu
SK Gaming	SK Gaming
SK Telecom T1	SK Telecom T1
SSONG	Ssong
SaNTaS	SaNTaS
Saigon Buffalo	Saigon Buffalo
Saigon Jokers	Saigon Jokers
Saintvicious	Saintvicious
Salce	Salce
Samsung Blue	Samsung Blue
Samsung Galaxy	Samsung Galaxy
Samsung Ozone	Samsung White
Samsung White	Samsung White
Santorin	Santorin
Save	Save
Score	Score
Scout	Scout
Seiya	Seiya
Selfmade	Selfmade
Sencux	Sencux
Serin	Serin
Shad0w (Italian player)	Shad0w
Shadow (Argentinian player)	Shadow
Sheo	Sheo
Shernfire	Shernfire
Shini	Shini
Shogun (Vietnamese player)	Shogun
Shook	Shook
ShowMaker	ShowMaker
Shrimp	Shrimp
Shushei	Shushei
Shy	Shy
SirT	Sirt
Slay	Slay
Slayder	Slayder
Slow	Slow
Smeb	Smeb
Smoothie	Smoothie
Smurf (Russian player)	Smurf
Snaker	Snaker
Sneaky	Sneaky
Snoopeh	Snoopeh
SnowFlower	SnowFlower
Snoy	Snoy
Soaz	SOAZ
SofM	SofM
SolidSnake	Solid (Diego Vallejo)
Solo	Solo
Special	Special
Spica	Spica
Spirit	Spirit
Splyce	Splyce
Ssumday	Ssumday
Stanley	Stanley
Star Horn Royal Club	Royal Club
StarScreen	StarScreen
Stark (Vietnamese player)	Stark
Steak	Steak
Steal	Steal
Steeelback	Steeelback
Stitch	Stitch
Stixxay	Stixxay
Stomaged	Stomaged
Straight	Stray (Roberto Guallichico)
Sty1e	Sty1e
Style	Style
Summit	Summit
Suning	Suning
SuperMassive eSports	Papara SuperMassive
Svenskeren	Svenskeren
Sword	Sword
SwordArt	SwordArt
Sya	Sya
Sycho Sid	Benny (Benny Hung)
T1	T1
TBQ	Tbq
TETE	Tete
TSM	TSM
Tabe	Tabe
Tabzz	Tabzz
Tactical	Tactical
Taipei Assassins	Taipei Assassins
Taki (Vietnamese player)	Taki
Tally	Tally
Talon Esports	PSG Talon
Tank	Tank
Targamas	Targamas
Tarzan (Korean player)	Tarzan
Tauren	Tauren
Tay	Tay
Team Aze	Team Aze
Team BDS	Team BDS
Team Dignitas	Dignitas
Team Flash	Team Flash.Vietnam
Team Liquid	Team Liquid
Team SoloMid	TSM
Team Vitality	Team Vitality
Team Vulcun	Team Vulcun
Team WE	Team WE
Team Whales	Team Whales
Team gamed!de	Team gamed!de
Team oNe eSports	Team oNe eSports
Teddy	Teddy
Tgee	Tgee
Thaldrin	Thaldrin
TheOddOne	TheOddOne
TheRainMan	The Rain Man
TheShy	TheShy
Theokoles	Theokoles
Tian	Tian
Tierwulf	Tierwulf
TinOwns	Tinowns
Tinowns	Tinowns
TitaN	TitaN
Titan	TitaN
Tolerant	Tolerant
Top Esports	Top Esports
Topoon	Topoon
Touch	Touch
Toyz	Toyz
Trashy	Kold
Trick	Trick
Triple	Triple
Trymbi	Trymbi
TusiN	TusiN
Tussle	Tussle
U	U
UNF0RGIVEN	UNF0RGIVEN
Ucal	Ucal
UmTi	UmTi
Uniboy	Uniboy
Unicorns Of Love	Unicorns of Love
Unicorns of Love	Unicorns of Love
Upset	Upset
Uzi (Chinese player)	Uzi (Jian Zi-Hao)
V3 Esports	V3 Esports
VVvert	VVvert
VYY	VYY
Vander	Vander
Vasilii	Vas1lii
Vech	Vech
Vega Squadron	Vega Squadron
Venus	Venus
Violet (Cantonese player)	Violet
Violet (Vietnamese player)	Violet
Viper (Korean player)	Viper
Virtus.pro	Virtus.pro
Vizicsacsi	Vizicsacsi
Voidle	Voidle
Voyboy	Voyboy
Vsta	Vsta
Vulcan	Vulcan
Wadid	Wadid
WaenA	WaenA
WarL0cK	WarL0cK
Warangelus	Warangelus
Warzone	Warzone
Watch	Watch
Wayward	Wayward
Wei	Wei
Weibo Gaming	Weibo Gaming
Weixiao	Wx
Westrice	Westrice
WhiteLotus	WhiteLotus
Whitelotus	WhiteLotus
Wickd	Wickd
WildTurtle	WildTurtle
Willer	Willer
Winds	Winds
Wolf (Korean player)	Wolf
Woong (Jang Gun-woong)	Woong (Jang Gun-woong)
World Championship/2011	Season 1 World Championship
World Championship/2012	Season 2 World Championship
World Championship/2013	Season 3 World Championship
World Championship/2014	2014 Season World Championship
World Championship/2015	2015 Season World Championship
World Championship/2016	2016 Season World Championship
World Championship/2017	2017 Season World Championship
World Championship/2018	2018 Season World Championship
World Championship/2019	2019 Season World Championship
World Championship/2020	2020 Season World Championship
World Championship/2021	2021 Season World Championship
World Championship/2022	2022 Season World Championship
World Championship/2023	2023 Season World Championship
World Championship/2024	2024 Season World Championship
World Championship/2025	2025 Season World Championship
Wunder	Wunder
Wuxx	Wuxx
XUN	Xun
Xan	Xan
Xerxe	Xerxe
XiaoWeiXiao	Xiaoweixiao
XiaoXiao	XiaoXiao
Xiaohu	Xiaohu
Xiye	Xiye
Xmithie	Xmithie
Xpecial	Xpecial
Xun	Xun
Y1HAN	Y1han
Yagao	Yagao
Yaharong	Yaharong
Yang	Yang
YellOwStaR	YellOwStaR
Yeon	Yeon
YiJin	Yijin
Yike	Yike
Young Generation	Young Generation
Yume (Filipino player)	Yume
Yutapon	Yutapon
YutoriMoyasi	Moyashi
Zantins	Zantins
Zefa	Zefa
Zeitnot	Zeitnot
Zeka	Zeka
Zergsting	Zergsting
Zero (Korean player)	Zero
Zeros	Zeros
Zeus	Zeus
Zeyzal	Zeyzal
Zika	Zika
Zin	Zin
ZionSpartan	Darshan
Zoom	Zoom
Zorozero	Zorozero
Zothve	Zothve
Zuna	Zuna
Zven	Zven
Zylor	Zylor
Zz1tai	Zz1tai
aMiracle	Onesh0tiq
ackerman	Ackerman
against All authority	Against All authority
ahq e-Sports Club	Ahq eSports Club
apaMEN	ApaMEN
aphromoo	Aphromoo
bengi	Bengi
bigpomelo	Pomelo
brTT	BrTT
caPs	Caps
cody	Cody
cool	Cool
d4rkness	Zappy
dabe	Dabe
dade	Dade
dans	Dans
deokdam	Deokdam
dexter1	Dexter
doinb	Doinb
dyNquedo	DyNquedo
fabFabulous	FabFabulous
fredy122	Fredy122
gala	GALA
gibo	Gibo
huanfeng	Huanfeng
huhi	Huhi
iBoy	IBoy
iNtrigueD	INtrigueD
icon	ICON
iddo	Astarte (Judge Cruz)
illuSioN	Illusion
imaqtpie	Imaqtpie
imp	Imp
inSec	InSec
jojopyun	Jojopyun
k1ng	K1ng
kaSing	Kasing
kev1n	Kev1n
knight	Knight
kujaa	Kujaa
loulex	Loulex
lwx	Lwx
mancloud	Mancloud
micaO	MicaO
mithy	Mithy
mlxg	Mlxg
nRated	NRated
nuc	Nuc
ocelote	Ocelote
paiN Gaming	PaiN Gaming
promisq	Promisq
puszu	Puszu
ry0ma	Ryoma
sOAZ	SOAZ
san	San
scarra	Scarra
tinowns	Tinowns
tockers	Tockers
tol2	Tol2
viviD	ViviD
watch	Watch
weiwei	Weiwei
westdoor	Westdoor
wormy	Wormy
xPeke	XPeke
xiaohu	Xiaohu
xiye	Xiye
yT	YT
yellowpete	Yellowpete
yuyanjia	Yuyanjia
İstanbul Wild Cats	Istanbul Wildcats
İstanbul Wildcats	Istanbul Wildcats
